T000001 Cream,Bagels,Oranges,Nuts,Soda
T001354 Dip,Soda,Croissants,Soap,Ice_Cream,Fish
T001355 Vegetables,Rice,Chicken,Donuts
T001356 Muffins,Tomatoes,Paper_Towels,Juice,Cookies,Water
T001357 Water,Chicken,Bread,Paper_Towels,Ice_Cream,Trash_Bags
T001358 Tomato_Sauce,Cheese,Trash_Bags,Lettuce,Beef,Detergent,Paper_Towels
T001359 Cereal,Milk,Nuts,Detergent,Frozen_Dinners
T001360 Soap,Nuts,Pork,Lettuce,Chicken,Butter
T001361 Yogurt,Cookies,Cheese,Croissants,Dish_Soap,Paper_Towels,Toothpaste
T001362 Bread,Croissants,Chips,Butter,Apples,Frozen_Vegetables
T001363 Chicken,Ice_Cream,Soap,Tomatoes,Bananas,Shampoo,Toothpaste,Cheese
T001364 Chocolate,Fish,Apples,Yogurt,Deodorant,Trash_Bags,Frozen_Vegetables
T001365 Chips,Beer,Nuts,Juice,Yogurt,Croissants,Trash_Bags,Coffee,Soda
T001366 Dip,Chips,Donuts,Bagels
T001367 Beer,Chips,Oranges,Apples,Beef,Detergent,Chocolate,Bananas
T001368 Chips,Soda,Beef,Muffins,Trash_Bags,Milk,Dish_Soap
T001369 Beer,Salsa,Chocolate,Chips
T001370 Cream,Chips,Lettuce,Detergent,Paper_Towels,Turkey
T001371 Lettuce,Trash_Bags
T001372 Water,Juice,Soda,Crackers,Chips
T001373 Chocolate,Butter,Tea,Croissants,Frozen_Vegetables,Soap,Cheese
T001374 Deodorant,Bread,Lettuce,Water
T001375 Dip,Soda,Toothpaste,Yogurt,Apples,Cream,Beef
T001376 Cream,Donuts
T001377 Ice_Cream,Toothpaste,Trash_Bags,Lettuce,Bread,Beef,Cream,Croissants
T001378 Water,Toothpaste
T001379 Coffee,Lettuce,Chicken,Soap,Detergent,Apples,Toothpaste,Cookies
T001380 Chicken,Vegetables,Oranges,Frozen_Pizza,Ice_Cream,Tea
T001381 Dish_Soap,Ice_Cream
T001382 Chocolate_Syrup,Ice_Cream,Detergent,Crackers,Paper_Towels,Cheese,Chips
T001383 Juice,Crackers,Chocolate,Tomatoes
T001384 Soap,Muffins,Tea,Apples,Bread
T001385 Ice_Cream,Lettuce,Cheese,Chocolate
T001386 Chocolate_Syrup,Whipped_Cream,Donuts,Lettuce,Shampoo,Water
T001387 Beef,Yogurt,Frozen_Dinners,Oranges,Soap,Coffee
T001388 Pork,Cream,Fish,Ice_Cream,Toothpaste,Tea,Shampoo
T001389 Frozen_Vegetables,Detergent,Soda,Soap
T001390 Hamburger_Buns,Beef,Lettuce,Chocolate,Oranges,Chicken,Dish_Soap,Apples
T001391 Paper_Towels,Chocolate,Milk
T001392 Bananas,Deodorant,Nuts,Frozen_Dinners,Chips,Bagels,Shampoo,Apples
T001393 Sugar,Cream,Detergent,Trash_Bags,Donuts,Turkey,Muffins
T001394 Coffee,Cream,Cheese,Juice,Frozen_Dinners
T001395 Salsa,Chips,Frozen_Dinners,Crackers,Trash_Bags,Tomatoes,Yogurt,Muffins
T001396 Vegetables,Rice,Fish,Chicken,Crackers,Nuts,Cookies
T001397 Cheese,Toothpaste,Chips,Tomatoes,Bagels,Bananas,Apples
T001398 Jelly,Peanut_Butter,Nuts,Soap,Water,Frozen_Dinners,Bananas,Juice
T001399 Cream,Sugar,Lettuce,Turkey,Ice_Cream,Apples,Tea,Soap,Crackers
T001400 Chicken,Lettuce,Chips,Tea
T001401 Salsa,Beer,Juice,Soap
T001402 Apples,Nuts,Bananas,Soda,Frozen_Pizza,Chocolate,Milk,Cream
T001403 Salsa,Chips,Bread,Pork,Oranges,Cookies,Frozen_Pizza
T001404 Milk,Cream,Soda,Trash_Bags,Deodorant
T001405 Ice_Cream,Soda,Cream,Muffins
T001406 Turkey,Ice_Cream,Toothpaste,Juice
T001407 Soap,Toothpaste,Frozen_Pizza
T001408 Juice,Soap,Fish,Bread,Water,Tomatoes
T001409 Butter,Bread,Detergent,Deodorant,Croissants,Water,Muffins
T001410 Chocolate_Syrup,Whipped_Cream,Dish_Soap,Chocolate,Oranges,Frozen_Vegetables,Deodorant,Bananas
T001411 Chocolate_Syrup,Whipped_Cream,Frozen_Vegetables,Tea,Donuts,Chips,Turkey,Chicken,Nuts
T001412 Salsa,Chips,Apples,Dish_Soap
T001413 Chocolate,Toothpaste,Cheese,Frozen_Pizza,Detergent
T001414 Tea,Cream,Croissants,Chicken
T001415 Hamburger_Buns,Tomatoes,Bagels,Paper_Towels,Frozen_Vegetables
T001416 Whipped_Cream,Ice_Cream,Frozen_Vegetables,Toothpaste,Pork,Cream,Water,Juice
T001417 Cereal,Bananas,Oranges,Juice
T001418 Apples,Frozen_Dinners,Fish
T001419 Fish,Bread,Trash_Bags,Chocolate
T001420 Toothpaste,Cream,Yogurt
T001421 Beef,Tomatoes,Hamburger_Buns,Crackers,Trash_Bags
T001422 Chicken,Milk,Tomatoes,Croissants,Bread
T001423 Soap,Soda,Oranges,Shampoo
T001424 Vegetables,Rice,Bagels,Milk,Water,Ice_Cream,Shampoo,Muffins,Bananas
T001425 Bagels,Frozen_Dinners,Cookies,Yogurt
T001426 Lettuce,Cookies
T001427 Shampoo,Beef,Trash_Bags,Ice_Cream
T001428 Cookies,Muffins,Beef,Chips,Paper_Towels,Frozen_Dinners,Frozen_Pizza,Juice
T001429 Shampoo,Deodorant,Frozen_Pizza,Trash_Bags,Tea,Cheese
T001430 Dish_Soap,Tea,Cheese,Bread,Frozen_Dinners,Chips,Trash_Bags,Frozen_Vegetables
T001431 Cream,Trash_Bags,Bread
T001432 Butter,Pork,Fish,Juice,Cream,Toothpaste
T001433 Cheese,Tomato_Sauce,Donuts,Frozen_Pizza,Toothpaste,Bagels,Yogurt,Soda,Butter
T001434 Chicken,Cream,Cheese,Soda,Chips,Frozen_Dinners,Soap
T001435 Chips,Dip,Beef,Bagels
T001436 Ice_Cream,Trash_Bags,Water
T001437 Ice_Cream,Coffee,Crackers,Tea,Soap,Paper_Towels
T001438 Cereal,Bananas,Soda,Chicken,Ice_Cream,Butter,Coffee,Frozen_Pizza,Cookies,Oranges
T001439 Dip,Soda,Tomatoes,Beef
T001440 Donuts,Frozen_Dinners,Bagels
T001441 Bread,Cream,Milk,Shampoo
T001442 Bread,Peanut_Butter,Beef,Toothpaste,Shampoo,Yogurt,Pork
T001443 Bread,Peanut_Butter,Lettuce,Bagels,Coffee,Nuts,Frozen_Pizza,Bananas
T001444 Toothpaste,Croissants,Ice_Cream,Chicken,Soda,Cookies,Apples,Chocolate
T001445 Butter,Bread,Frozen_Vegetables,Frozen_Pizza,Yogurt,Juice,Coffee,Cheese,Detergent
T001446 Cookies,Cream,Frozen_Vegetables,Bread,Coffee,Ice_Cream,Pork,Cheese
T001447 Paper_Towels,Apples,Bread,Tea,Fish
T001448 Bread,Peanut_Butter,Frozen_Pizza,Trash_Bags
T001449 Chocolate_Syrup,Ice_Cream,Muffins,Dish_Soap,Fish
T001450 Chips,Frozen_Dinners,Soap
T001451 Turkey,Apples,Soap,Butter,Bananas,Shampoo,Frozen_Pizza
T001452 Cheese,Paper_Towels,Cookies,Shampoo
T001453 Hamburger_Buns,Tomatoes,Lettuce,Ice_Cream,Milk,Frozen_Dinners,Trash_Bags,Cream,Chocolate,Bagels
T001454 Cookies,Coffee,Juice,Dish_Soap
T001455 Crackers,Tomatoes,Cream
T001456 Fish,Tea,Deodorant
T001457 Soda,Toothpaste,Dish_Soap,Milk,Ice_Cream,Frozen_Vegetables,Cream,Donuts
T001458 Milk,Bananas,Bread,Apples,Bagels,Water
T001459 Bread,Butter,Dish_Soap,Frozen_Pizza
T001460 Turkey,Tomatoes,Butter,Bread,Detergent,Toothpaste,Muffins
T001461 Coffee,Croissants,Soap
T001462 Milk,Butter,Water,Fish
T001463 Bananas
T001464 Croissants,Juice,Frozen_Vegetables,Cookies
T001465 Coffee,Cream,Soda,Water,Yogurt,Apples,Donuts,Crackers
T001466 Bread,Butter,Toothpaste,Dish_Soap,Crackers,Chips,Deodorant,Milk
T001467 Soda,Tea,Frozen_Dinners,Fish,Ice_Cream
T001468 Bread,Milk,Paper_Towels,Pork,Soap,Ice_Cream,Tea,Crackers,Soda
T001469 Yogurt,Chicken
T001470 Ice_Cream,Coffee,Apples,Chips,Milk
T001471 Chocolate_Syrup,Ice_Cream,Cream,Deodorant,Dish_Soap,Frozen_Vegetables
T001472 Soda,Ice_Cream,Yogurt,Bananas,Pork,Soap,Detergent
T001473 Cheese,Soda
T001474 Donuts,Bananas,Pork,Cookies,Water
T001475 Deodorant,Ice_Cream,Apples
T001476 Deodorant,Beef,Water,Pork,Crackers,Detergent,Juice
T001477 Beef,Apples,Coffee,Frozen_Pizza
T001478 Soda,Frozen_Vegetables,Trash_Bags,Milk,Coffee,Toothpaste
T001479 Juice,Trash_Bags,Frozen_Dinners,Beef,Toothpaste,Bread
T001480 Bread,Trash_Bags,Bagels,Nuts,Cheese,Lettuce
T001481 Paper_Towels,Crackers,Lettuce,Turkey
T001482 Cereal,Milk,Donuts,Toothpaste,Paper_Towels,Detergent
T001483 Tea,Deodorant,Butter
T001484 Turkey,Crackers,Soap,Toothpaste
T001485 Shampoo,Frozen_Pizza,Pork,Frozen_Dinners,Chips,Juice
T001486 Muffins,Tea,Croissants,Beef,Frozen_Pizza,Cream
T001487 Frozen_Dinners,Tomatoes
T001488 Trash_Bags,Bread,Crackers,Bananas,Tea
T001489 Chicken,Juice,Chips,Soap,Tea,Lettuce,Paper_Towels,Tomatoes
T001490 Nuts,Bread,Chocolate,Soda,Frozen_Dinners,Donuts
T001491 Detergent,Milk,Frozen_Vegetables,Juice
T001492 Trash_Bags,Nuts,Detergent,Milk,Juice
T001493 Yogurt,Turkey,Apples,Trash_Bags,Bananas,Ice_Cream,Nuts
T001494 Frozen_Dinners,Pork,Apples,Bagels,Crackers
T001495 Soda,Dip,Paper_Towels,Water,Soap,Nuts,Croissants,Juice
T001496 Milk,Muffins,Apples
T001497 Soap,Tomatoes,Water,Chips,Fish,Bananas,Crackers,Deodorant
T001498 Frozen_Pizza,Milk
T001499 Chips,Beer,Lettuce,Frozen_Dinners,Oranges
T001500 Butter,Bread,Oranges,Croissants,Cheese,Chocolate,Bananas,Yogurt
T001501 Pork,Donuts,Frozen_Vegetables,Shampoo,Juice,Bread,Butter,Dish_Soap
T001502 Chicken,Ice_Cream,Chips,Apples
T001503 Cereal,Bananas,Fish,Bread
T001504 Frozen_Vegetables,Chicken
T001505 Chicken,Butter,Frozen_Dinners,Chips,Frozen_Vegetables,Deodorant,Beef
T001506 Croissants,Lettuce,Milk,Dish_Soap,Shampoo,Yogurt,Detergent
T001507 Bread,Pork,Oranges,Trash_Bags,Yogurt
T001508 Frozen_Dinners,Trash_Bags,Beef
T001509 Crackers,Toothpaste,Shampoo,Coffee,Lettuce
T001510 Frozen_Pizza,Juice,Trash_Bags,Bagels,Pork,Dish_Soap
T001511 Frozen_Vegetables,Chicken
T001512 Chicken,Vegetables,Deodorant,Milk,Trash_Bags
T001513 Crackers,Ice_Cream,Yogurt
T001514 Pasta,Cheese,Toothpaste,Deodorant,Frozen_Vegetables
T001515 Bagels,Chips
T001516 Whipped_Cream,Chocolate_Syrup,Chicken,Beef,Frozen_Dinners,Coffee,Turkey
T001517 Apples,Bagels,Yogurt,Dish_Soap,Frozen_Dinners,Soda
T001518 Dish_Soap,Apples
T001519 Cream,Paper_Towels,Bread,Tomatoes
T001520 Oranges,Cream,Croissants,Fish,Juice,Chocolate,Chips
T001521 Crackers,Yogurt,Detergent,Bananas,Water,Oranges,Paper_Towels,Frozen_Dinners
T001522 Soda,Chips,Apples,Pork,Crackers,Croissants,Muffins
T001523 Ice_Cream,Chocolate_Syrup,Apples,Deodorant,Butter,Paper_Towels,Yogurt
T001524 Frozen_Dinners,Bananas,Chicken,Cookies,Oranges
T001525 Nuts,Frozen_Vegetables,Cream,Soda,Tea
T001526 Bread,Butter,Soap,Fish,Toothpaste,Bananas,Cheese,Yogurt,Apples
T001527 Bread,Soda
T001528 Trash_Bags,Lettuce,Chicken,Bagels,Croissants,Cookies
T001529 Deodorant,Detergent,Paper_Towels
T001530 Chicken,Shampoo,Dish_Soap,Coffee,Frozen_Pizza
T001531 Chocolate,Soap
T001532 Lettuce,Bananas,Fish,Chocolate,Milk,Turkey
T001533 Crackers,Dish_Soap
T001534 Apples,Dish_Soap,Paper_Towels,Cheese,Bagels
T001535 Cheese,Turkey,Cream,Apples,Fish,Donuts,Oranges,Toothpaste
T001536 Apples,Bread,Frozen_Dinners,Nuts,Milk
T001537 Milk,Bananas,Lettuce,Water
T001538 Apples,Chips,Bagels,Bananas,Toothpaste,Frozen_Pizza,Cookies
T001539 Cream,Frozen_Vegetables,Lettuce,Pork,Chicken
T001540 Milk,Butter,Juice,Chips,Deodorant
T001541 Soda,Dip,Chicken,Bananas,Dish_Soap,Oranges,Yogurt,Bread,Muffins
T001542 Tomato_Sauce,Cheese,Croissants,Lettuce,Tea,Muffins,Coffee,Bananas,Bread
T001543 Water,Beef,Butter,Nuts,Apples,Milk
T001544 Deodorant,Coffee,Paper_Towels,Juice,Soap,Water
T001545 Milk,Bread,Ice_Cream,Tea,Bagels,Beef,Chips,Juice,Chocolate
T001546 Cream,Sugar,Juice,Bread,Butter,Cookies,Milk,Toothpaste
T001547 Frozen_Pizza,Water,Bread,Juice,Nuts,Soap,Trash_Bags
T001548 Paper_Towels,Muffins,Lettuce
T001549 Frozen_Vegetables,Frozen_Dinners,Paper_Towels,Beef,Trash_Bags,Lettuce
T001550 Dish_Soap,Frozen_Vegetables
T001551 Juice,Trash_Bags
T001552 Oranges,Frozen_Dinners,Lettuce,Coffee,Turkey
T001553 Soda,Dish_Soap,Toothpaste,Donuts,Trash_Bags
T001554 Deodorant,Toothpaste,Trash_Bags,Milk
T001555 Cookies,Juice,Chocolate,Donuts,Ice_Cream,Pork
T001556 Bagels,Butter,Dish_Soap,Chips,Turkey,Oranges,Paper_Towels
T001557 Ice_Cream,Muffins
T001558 Vegetables,Chicken,Detergent,Soda,Yogurt,Shampoo
T001559 Tomatoes,Yogurt,Soda,Coffee,Ice_Cream,Butter,Cookies,Apples
T001560 Ice_Cream,Chicken
T001561 Apples,Coffee,Chicken,Oranges,Deodorant
T001562 Frozen_Dinners,Apples,Tea,Lettuce,Fish,Yogurt,Chicken
T001563 Deodorant,Paper_Towels,Beef,Chicken
T001564 Soda,Ice_Cream,Butter,Beef
T001565 Beef,Lettuce,Hamburger_Buns,Paper_Towels,Frozen_Pizza,Bagels,Crackers,Milk,Cream,Donuts
T001566 Oranges,Turkey,Lettuce,Milk,Tea
T001567 Cream,Coffee,Juice,Bread,Beef,Ice_Cream
T001568 Chocolate,Muffins,Pork,Detergent,Cookies,Cream,Coffee,Crackers
T001569 Butter,Frozen_Vegetables,Frozen_Pizza,Detergent
T001570 Beef,Hamburger_Buns,Lettuce,Deodorant,Shampoo
T001571 Detergent,Ice_Cream,Coffee,Bananas,Fish,Chicken,Toothpaste
T001572 Deodorant,Yogurt,Lettuce,Cream
T001573 Toothpaste,Water,Dish_Soap,Nuts,Donuts,Oranges
T001574 Bread,Jelly,Dish_Soap,Trash_Bags,Butter,Frozen_Vegetables,Beef
T001575 Bagels,Shampoo,Tea,Soda,Juice,Lettuce
T001576 Trash_Bags,Tomatoes,Soda
T001577 Trash_Bags,Frozen_Vegetables,Deodorant,Toothpaste,Tea,Muffins,Soda,Frozen_Pizza
T001578 Water,Nuts,Frozen_Vegetables,Toothpaste,Cookies,Dish_Soap,Yogurt
T001579 Apples,Nuts,Muffins,Juice,Tea
T001580 Chicken,Paper_Towels,Chocolate,Milk
T001581 Pork,Soda,Coffee,Bagels,Yogurt
T001582 Donuts,Pork,Bagels,Crackers
T001583 Paper_Towels,Lettuce
T001584 Butter,Ice_Cream,Paper_Towels
T001585 Lettuce,Beef,Tomatoes,Pork,Turkey,Juice,Bagels,Frozen_Vegetables,Soap,Water
T001586 Shampoo,Cookies,Cream,Lettuce,Soap
T001587 Chocolate,Lettuce,Dish_Soap,Frozen_Pizza,Soda
T001588 Cheese,Paper_Towels,Ice_Cream,Muffins,Chocolate
T001589 Milk,Butter,Lettuce,Frozen_Pizza,Frozen_Dinners
T001590 Ice_Cream,Juice,Milk,Tomatoes,Soap,Chocolate
T001591 Muffins,Juice
T001592 Peanut_Butter,Bread,Shampoo,Deodorant,Croissants
T001593 Tea,Crackers,Butter,Bananas,Frozen_Pizza,Toothpaste,Pork,Cream
T001594 Donuts,Soap,Detergent,Pork,Chicken,Cream,Frozen_Pizza
T001595 Milk,Frozen_Vegetables
T001596 Frozen_Pizza,Crackers,Water,Pork,Cheese,Trash_Bags,Bread
T001597 Beer,Chips,Water,Frozen_Vegetables,Toothpaste,Ice_Cream,Trash_Bags,Soap,Pork
T001598 Turkey,Deodorant,Crackers,Paper_Towels,Shampoo
T001599 Water,Tomatoes,Ice_Cream,Juice
T001600 Croissants,Chicken,Cream,Frozen_Dinners
T001601 Dish_Soap,Lettuce,Trash_Bags,Bananas,Bread,Soda,Paper_Towels,Chicken
T001602 Beef,Cream,Donuts
T001603 Tea,Apples,Frozen_Vegetables
T001604 Tea,Fish,Bread,Frozen_Vegetables,Soap,Muffins,Water
T001605 Milk,Bread,Frozen_Dinners,Soda,Chips
T001606 Cream,Tea,Apples
T001607 Frozen_Pizza,Muffins,Tomatoes,Deodorant,Donuts,Bananas,Milk
T001608 Chips,Salsa,Butter,Trash_Bags,Deodorant,Paper_Towels,Water,Turkey
T001609 Soap,Croissants,Turkey
T001610 Beef,Deodorant,Bananas,Bagels,Apples,Detergent,Bread
T001611 Water,Trash_Bags,Bagels,Soda,Dish_Soap
T001612 Muffins,Bananas,Dish_Soap,Bread,Tea,Beef
T001613 Muffins,Frozen_Dinners,Bananas,Frozen_Vegetables,Yogurt
T001614 Frozen_Vegetables,Juice,Bananas,Detergent,Nuts,Cheese
T001615 Ice_Cream,Nuts
T001616 Frozen_Vegetables,Deodorant
T001617 Cookies,Apples,Frozen_Vegetables
T001618 Dish_Soap,Beef,Cheese,Soda,Nuts,Deodorant,Frozen_Dinners,Chocolate
T001619 Bananas,Water,Croissants,Toothpaste,Bread
T001620 Beef,Paper_Towels,Croissants
T001621 Tea,Tomatoes,Trash_Bags,Turkey,Beef,Oranges
T001622 Toothpaste,Cookies,Turkey,Ice_Cream,Bagels
T001623 Detergent,Bananas,Cookies,Soap,Juice
T001624 Shampoo,Crackers,Pork,Croissants
T001625 Pork,Crackers,Ice_Cream
T001626 Lettuce,Juice,Chocolate,Coffee
T001627 Oranges,Muffins,Fish,Tomatoes
T001628 Yogurt,Cheese,Toothpaste,Donuts,Butter,Shampoo,Fish,Lettuce
T001629 Lettuce,Hamburger_Buns,Tomatoes,Butter,Cheese,Cookies,Turkey,Croissants,Soap
T001630 Cereal,Bananas,Yogurt,Frozen_Pizza,Cheese,Cookies,Paper_Towels
T001631 Fish,Muffins
T001632 Jelly,Bread,Yogurt,Frozen_Vegetables,Frozen_Pizza
T001633 Oranges,Tomatoes
T001634 Chips,Beer,Water,Chicken,Nuts,Beef
T001635 Turkey,Milk,Toothpaste,Crackers,Muffins,Deodorant,Nuts,Frozen_Dinners
T001636 Cheese,Tea,Turkey,Cookies,Frozen_Dinners,Bread
T001637 Chips,Paper_Towels,Chicken,Toothpaste,Frozen_Pizza,Soda
T001638 Oranges,Fish,Frozen_Dinners,Nuts,Pork,Butter,Chips,Paper_Towels
T001639 Paper_Towels,Frozen_Vegetables
T001640 Apples,Juice,Chips,Chicken
T001641 Croissants,Coffee,Frozen_Vegetables,Dish_Soap,Trash_Bags,Beef,Milk,Fish
T001642 Apples,Frozen_Dinners,Paper_Towels,Chocolate,Tomatoes,Pork
T001643 Bread,Jelly,Chocolate,Shampoo,Cookies,Coffee,Paper_Towels,Butter
T001644 Tomatoes,Beef,Hamburger_Buns,Bananas,Detergent,Yogurt,Croissants,Milk
T001645 Pasta,Tomato_Sauce,Frozen_Pizza,Tea
T001646 Bananas,Cereal,Lettuce,Water
T001647 Shampoo,Juice
T001648 Milk,Bananas,Chicken,Apples,Chocolate,Bread
T001649 Chips,Dip,Butter,Nuts,Coffee,Bananas
T001650 Chips,Turkey
T001651 Muffins,Chicken,Bananas
T001652 Cookies,Chicken
T001653 Bread,Toothpaste,Beef,Oranges,Pork,Frozen_Vegetables
T001654 Bananas,Soap,Bread
T001655 Chips,Trash_Bags,Toothpaste
T001656 Shampoo,Deodorant,Beef,Toothpaste,Pork,Chips
T001657 Dish_Soap,Frozen_Dinners,Oranges,Crackers,Water,Soda,Detergent
T001658 Cream,Ice_Cream,Shampoo,Toothpaste,Nuts
T001659 Bread,Toothpaste,Tea,Muffins,Apples,Bagels
T001660 Chocolate,Paper_Towels,Cream,Pork,Coffee,Shampoo,Apples
T001661 Detergent,Bagels,Shampoo,Soap
T001662 Soda,Yogurt
T001663 Fish,Ice_Cream,Cream,Tea,Water,Trash_Bags,Frozen_Dinners
T001664 Milk,Paper_Towels,Crackers
T001665 Frozen_Vegetables,Apples,Trash_Bags,Oranges,Frozen_Dinners
T001666 Butter,Bananas,Frozen_Pizza,Crackers,Paper_Towels,Detergent,Deodorant
T001667 Peanut_Butter,Bread,Deodorant,Donuts,Fish
T001668 Chips,Bagels,Frozen_Vegetables,Pork,Soap
T001669 Chips,Soda,Cream,Chocolate,Bananas,Cheese
T001670 Paper_Towels,Water,Tomatoes,Lettuce,Frozen_Dinners,Soap,Cookies
T001671 Pasta,Tomato_Sauce,Fish,Trash_Bags,Pork,Cheese,Deodorant
T001672 Chips,Coffee
T001673 Trash_Bags,Bananas
T001674 Soap,Cheese,Fish,Frozen_Dinners,Butter,Oranges,Detergent,Frozen_Vegetables
T001675 Bananas,Milk,Trash_Bags,Crackers,Deodorant,Tea,Soap,Croissants,Frozen_Pizza,Water
T001676 Cereal,Bananas,Muffins,Soap,Lettuce,Cheese,Dish_Soap,Apples,Frozen_Vegetables,Chocolate
T001677 Beer,Salsa,Croissants,Trash_Bags
T001678 Tomato_Sauce,Cheese,Dish_Soap,Cream,Water,Beef,Frozen_Dinners,Deodorant,Bananas
T001679 Bagels,Lettuce,Milk,Detergent,Toothpaste,Trash_Bags
T001680 Crackers,Apples,Fish
T001681 Toothpaste,Nuts,Milk
T001682 Juice,Bagels,Soap,Nuts,Trash_Bags
T001683 Crackers,Bread,Milk,Dish_Soap
T001684 Apples,Cheese,Frozen_Vegetables,Tea,Bagels,Oranges
T001685 Cereal,Milk,Soap,Lettuce
T001686 Donuts,Chips,Detergent,Crackers,Tea,Nuts,Cookies
T001687 Cheese,Pasta,Cookies,Pork,Deodorant,Tomatoes,Donuts,Frozen_Dinners
T001688 Butter,Milk,Nuts,Bagels
T001689 Juice,Fish,Soap,Milk,Lettuce,Yogurt
T001690 Jelly,Bread,Ice_Cream,Bananas,Croissants,Yogurt,Soap
T001691 Toothpaste,Milk,Chicken,Bread,Nuts,Soap
T001692 Frozen_Vegetables,Lettuce,Toothpaste,Oranges
T001693 Donuts,Soda,Juice,Crackers,Turkey,Soap
T001694 Cream,Coffee,Pork,Trash_Bags,Toothpaste,Ice_Cream,Frozen_Pizza
T001695 Soda,Frozen_Pizza,Coffee,Turkey
T001696 Chicken,Beef
T001697 Juice,Bananas,Water,Shampoo
T001698 Tea,Shampoo
T001699 Pasta,Tomato_Sauce,Cream,Fish,Crackers,Paper_Towels,Beef,Trash_Bags
T001700 Fish,Trash_Bags,Soap,Crackers,Paper_Towels,Frozen_Vegetables
T001701 Sugar,Cream,Beef,Shampoo,Trash_Bags
T001702 Frozen_Pizza,Dish_Soap,Cookies
T001703 Bananas,Milk,Muffins,Cookies,Water,Soap
T001704 Beef,Tomatoes,Lettuce,Soda,Ice_Cream,Nuts,Frozen_Pizza
T001705 Cheese,Pasta,Juice,Beef,Chicken,Cream,Frozen_Vegetables
T001706 Beef,Paper_Towels,Turkey,Chocolate
T001707 Yogurt,Frozen_Pizza,Fish,Toothpaste,Muffins,Trash_Bags
T001708 Dish_Soap,Ice_Cream,Butter,Chicken,Tomatoes
T001709 Yogurt,Shampoo,Cream,Detergent
T001710 Cream,Frozen_Vegetables,Cookies
T001711 Chips,Lettuce,Shampoo,Dish_Soap,Water
T001712 Chicken,Vegetables,Turkey,Frozen_Pizza,Dish_Soap
T001713 Cereal,Bananas,Water,Bagels,Dish_Soap,Donuts,Trash_Bags,Coffee,Shampoo
T001714 Chips,Tea,Apples
T001715 Lettuce,Cream
T001716 Jelly,Peanut_Butter,Milk,Frozen_Pizza,Coffee,Croissants,Muffins,Chips,Dish_Soap
T001717 Lettuce,Nuts,Milk,Bagels
T001718 Dish_Soap,Frozen_Dinners,Croissants
T001719 Frozen_Dinners,Paper_Towels,Frozen_Vegetables,Frozen_Pizza,Butter,Muffins,Chocolate
T001720 Dip,Chips,Tea,Trash_Bags,Shampoo,Soap,Deodorant,Paper_Towels,Tomatoes,Crackers
T001721 Frozen_Pizza,Ice_Cream,Crackers,Deodorant,Turkey,Yogurt,Detergent,Soap
T001722 Apples,Juice,Cheese,Oranges,Chips
T001723 Tomatoes,Tea,Detergent,Frozen_Dinners,Cheese,Chicken,Yogurt
T001724 Lettuce,Soda,Crackers,Coffee,Donuts,Deodorant
T001725 Apples,Detergent,Dish_Soap,Bread,Fish,Muffins,Shampoo,Frozen_Pizza
T001726 Lettuce,Milk,Bagels,Trash_Bags,Bananas
T001727 Donuts,Tomatoes,Yogurt,Trash_Bags,Turkey,Apples,Detergent
T001728 Trash_Bags,Bananas,Juice,Beef,Frozen_Vegetables,Frozen_Dinners
T001729 Bagels,Chicken,Tea,Chocolate,Donuts
T001730 Frozen_Dinners,Cream,Coffee,Tea
T001731 Soap,Tomatoes,Fish,Cheese,Detergent,Soda
T001732 Water,Yogurt,Soda,Cream,Juice
T001733 Butter,Soda,Ice_Cream,Tea,Frozen_Pizza
T001734 Sugar,Coffee,Bananas,Shampoo,Frozen_Dinners,Water
T001735 Lettuce,Tomatoes,Hamburger_Buns,Croissants,Nuts,Pork
T001736 Bread,Frozen_Dinners,Cookies,Bananas
T001737 Cream,Fish,Paper_Towels
T001738 Chips,Tomatoes,Toothpaste,Bananas,Cheese
T001739 Lettuce,Beef,Tomatoes,Cream,Detergent,Chicken,Crackers,Fish,Nuts
T001740 Chips,Beer,Bread,Croissants,Ice_Cream
T001741 Paper_Towels,Donuts,Bananas
T001742 Vegetables,Rice,Lettuce,Tea,Butter,Cream
T001743 Frozen_Pizza,Ice_Cream,Yogurt,Cream,Juice,Toothpaste,Frozen_Dinners,Coffee
T001744 Soap,Frozen_Vegetables,Frozen_Dinners,Water,Nuts,Turkey,Croissants
T001745 Soda,Cheese,Yogurt,Dish_Soap,Ice_Cream
T001746 Chips,Salsa,Deodorant,Shampoo,Bananas
T001747 Rice,Chicken,Water,Shampoo,Croissants,Oranges,Beef
T001748 Coffee,Toothpaste
T001749 Pork,Cream,Frozen_Pizza
T001750 Jelly,Bread,Frozen_Pizza,Cheese,Juice,Beef,Crackers,Tea,Turkey,Pork
T001751 Trash_Bags,Ice_Cream,Oranges
T001752 Beer,Chips,Frozen_Vegetables,Paper_Towels,Nuts,Frozen_Dinners,Chocolate,Crackers
T001753 Bananas,Cereal,Shampoo,Nuts,Muffins,Bagels,Detergent
T001754 Chips,Dip,Detergent,Shampoo,Soda,Ice_Cream,Water,Tomatoes,Nuts,Cheese
T001755 Dish_Soap,Muffins,Soap,Turkey,Beef
T001756 Deodorant,Oranges,Shampoo,Ice_Cream
T001757 Paper_Towels,Dish_Soap,Donuts,Toothpaste
T001758 Dish_Soap,Chocolate,Soap,Detergent,Tomatoes,Cream,Fish
